title,details_url,start_date,end_date,venue_text,category,host,location,address,nor_url,si_url,results_url,other_docs,description,contact,organiser,sas_event_id,external_host,external_event_id,is_past
Expression of interest 2022 Youth Worlds Selection,https://www.sailing.org.za/events/108626,2020-07-01,2022-01-31,>Expression of interest 2022 Youth Worlds Selection,,,,,,,,,,,,108626,,,True
Regatta and Race Management Course,https://www.sailing.org.za/events/68659,2020-07-09,2020-07-30,>Regatta and Race Management Course,,,,,,,,,,,,68659,,,True
Growing Sailing Series | Women in Sailing,https://www.sailing.org.za/events/69147,2020-07-16,2020-07-16,>Growing Sailing Series | Women in Sailing,,,,,,,,,,,,69147,,,True
Growing Sailing Series | Para Sailing,https://www.sailing.org.za/events/69148,2020-08-13,2020-08-13,>Growing Sailing Series | Para Sailing,,,,,,,,,,,,69148,,,True
SA Sailing National AGM,https://www.sailing.org.za/events/70864,2020-08-22,2020-08-22,>SA Sailing National AGM,,,,,,,,,,,,70864,,,True
Southern Charter Class #1,https://www.sailing.org.za/events/44258,2020-09-05,2020-09-06,>Southern Charter Class #1,,,,,,,,,,,,44258,,,True
SA Sailing Instructor Course-Keelboat -I-K RCYCSA0920,https://www.sailing.org.za/events/75172,2020-09-24,2020-09-27,>SA Sailing Instructor Course-Keelboat -I-K RCYCSA0920,,,,,,,,,,,,75172,,,True
SA Sailing Instructor Course-Keelboat Bolt-on- I-KB RCYCSA0920,https://www.sailing.org.za/events/58344,2020-09-24,2020-09-27,>SA Sailing Instructor Course-Keelboat Bolt-on- I-KB RCYCSA0920,,,,,,,,,,,,58344,,,True
SA Sailing Instructors Refresher Course,https://www.sailing.org.za/events/75164,2020-09-24,2020-09-27,>SA Sailing Instructors Refresher Course,,,,,,,,,,,,75164,,,True
FBYC Spring Regatta,https://www.sailing.org.za/events/44413,2020-09-24,2020-09-27,>FBYC Spring Regatta,,,,,,,,,,,,44413,,,True
420 Nationals 2020,https://www.sailing.org.za/events/76344,2020-09-24,2020-09-27,>420 Nationals 2020,,,,,,,,,,,,76344,,,True
Safety Boat Operators Course SBZVYC1020,https://www.sailing.org.za/events/56170,2020-10-17,2020-10-18,>Safety Boat Operators Course SBZVYC1020,,,,,,,,,,,,56170,,,True
Tour De Vlei,https://www.sailing.org.za/events/44414,2020-10-17,2020-10-18,>Tour De Vlei,,,,,,,,,,,,44414,,,True
SASKZN Grandslam - Durban,https://www.sailing.org.za/events/77884,2020-10-17,2020-10-18,>SASKZN Grandslam - Durban,,,,,,,,,,,,77884,,,True
Sailing Management Webinar,https://www.sailing.org.za/events/78700,2020-10-21,2020-10-21,>Sailing Management Webinar,,,,,,,,,,,,78700,,,True
2020 Formula One Class Nationals,https://www.sailing.org.za/events/78258,2020-10-23,2020-10-25,>2020 Formula One Class Nationals,,,,,,,,,,,,78258,,,True
2020 WC Optimist Class Championships,https://www.revolutionise.com.au/optimistca/events/75789,2020-10-24,2020-10-25,"target=""_blank""",,,,,,,,,,,,,revolutionise,75789,True
Optimist Sailing SA - 2020 WC Optimist Class Championships,https://www.sailing.org.za/events/76459,2020-10-24,2020-10-25,>Optimist Sailing SA - 2020 WC Optimist Class Championships,,,,,,,,,,,,76459,,,True
2020 Dolphin Class Nationals &amp; Finn TIger Cup,https://www.sailing.org.za/events/78259,2020-10-24,2020-10-25,>2020 Dolphin Class Nationals &amp; Finn TIger Cup,,,,,,,,,,,,78259,,,True
2020 North West Championships,https://www.sailing.org.za/events/66757,2020-10-24,2020-10-25,>2020 North West Championships,,,,,,,,,,,,66757,,,True
SA Sailing Instructor Course Dinghy- ISSW-1020-D,https://www.sailing.org.za/events/76759,2020-10-26,2020-10-29,>SA Sailing Instructor Course Dinghy- ISSW-1020-D,,,,,,,,,,,,76759,,,True
J22 Class Association South Africa - 2020 J22 Class National Championships,https://www.sailing.org.za/events/78031,2020-11-06,2020-11-08,>J22 Class Association South Africa - 2020 J22 Class National Championships,,,,,,,,,,,,78031,,,True
Introduction to Sailwave Scoring Software,https://www.sailing.org.za/events/80194,2020-11-14,2020-11-14,>Introduction to Sailwave Scoring Software,,,,,,,,,,,,80194,,,True
ANOCA ONLINE AFRICA ATHLETES FORUM: 17 NOVEMBER 2020,https://www.sailing.org.za/events/81608,2020-11-17,2020-11-17,>ANOCA ONLINE AFRICA ATHLETES FORUM: 17 NOVEMBER 2020,,,,,,,,,,,,81608,,,True
Westcoast Offshore Regatta,https://www.sailing.org.za/events/44416,2020-11-21,2020-11-23,>Westcoast Offshore Regatta,,,,,,,,,,,,44416,,,True
SA Sailing KZN Laser and Halcat Regional Championships 2020,https://www.hmyc.org.za/events/79354,2020-11-21,2020-11-22,"target=""_blank""",,,,,,,,,,,,,www_hmyc_org_za,79354,True
Henley Midmar Yacht Club - SA Sailing KZN Laser and Halcat Regional Championships 2020,https://www.sailing.org.za/events/79502,2020-11-21,2020-11-22,>Henley Midmar Yacht Club - SA Sailing KZN Laser and Halcat Regional Championships 2020,,,,,,,,,,,,79502,,,True
Community Online talks: A Webinar on the,https://www.sailing.org.za/events/80198,2020-11-26,2020-11-26,>Community Online talks: A Webinar on the,,,,,,,,,,,,80198,,,True
NR -Safety Boat Operators Course SBSSA1120,https://www.sailing.org.za/events/58339,2020-11-28,2020-11-29,>NR -Safety Boat Operators Course SBSSA1120,,,,,,,,,,,,58339,,,True
NR -SA Sailing Instructor Course - ISSA0220-D,https://www.sailing.org.za/events/81022,2020-11-30,2020-12-03,>NR -SA Sailing Instructor Course - ISSA0220-D,,,,,,,,,,,,81022,,,True
KZN-Safety Boat Operators Course SBMSS1220,https://www.sailing.org.za/events/81021,2020-12-05,2020-12-06,>KZN-Safety Boat Operators Course SBMSS1220,,,,,,,,,,,,81021,,,True
Southern Charter Classic # 2,https://www.sailing.org.za/events/44259,2020-12-05,2020-12-06,>Southern Charter Classic # 2,,,,,,,,,,,,44259,,,True
Extra Class Nationals,https://www.sailing.org.za/events/83074,2020-12-11,2020-12-13,>Extra Class Nationals,,,,,,,,,,,,83074,,,True
2020 Lipton Challenge,https://www.sailing.org.za/events/68045,2020-12-16,2020-12-20,>2020 Lipton Challenge,,,,,,,,,,,,68045,,,True
2020 South African Laser Class National Championships,https://www.laser.org.za/events/80678,2020-12-17,2020-12-20,"target=""_blank""",,,,,,,,,,,,,laser_org_za,80678,True
Laser Association of South Africa - 2020 South African Laser Class National Championships,https://www.sailing.org.za/events/80680,2020-12-17,2020-12-20,>Laser Association of South Africa - 2020 South African Laser Class National Championships,,,,,,,,,,,,80680,,,True
Hobie 16 Nationals,https://www.sailing.org.za/events/80938,2020-12-17,2020-12-20,>Hobie 16 Nationals,,,,,,,,,,,,80938,,,True
St Helena Race Start,https://www.sailing.org.za/events/44417,2020-12-26,2020-12-26,>St Helena Race Start,,,,,,,,,,,,44417,,,True
Dabchick Nationals,https://www.sailing.org.za/events/83169,2020-12-30,2021-01-03,>Dabchick Nationals,,,,,,,,,,,,83169,,,True
Flying 15 Nationals,https://www.sailing.org.za/events/83073,2020-12-31,2020-12-31,>Flying 15 Nationals,,,,,,,,,,,,83073,,,True
Application for Renewal of Instructor / Coach Accreditation(s),https://www.sailing.org.za/events/83709,2021-01-01,2025-10-28,>Application for Renewal of Instructor / Coach Accreditation(s),,,,,,,,,,,,83709,,,True
Application: Day Skipper Sailing with School Examination,https://www.sailing.org.za/events/80775,2021-01-01,2021-04-15,>Application: Day Skipper Sailing with School Examination,,,,,,,,,,,,80775,,,True
2020 Optimist Class National championships,https://www.revolutionise.com.au/optimistca/events/82501,2021-01-04,2021-01-08,"target=""_blank""",,,,,,,,,,,,,revolutionise,82501,True
Optimist Sailing SA - 2020 Optimist Class National championships,https://www.sailing.org.za/events/82705,2021-01-04,2021-01-08,>Optimist Sailing SA - 2020 Optimist Class National championships,,,,,,,,,,,,82705,,,True
RS Tera Class National Championships,https://www.sailing.org.za/events/85573,2021-01-10,2021-01-12,>RS Tera Class National Championships,,,,,,,,,,,,85573,,,True
Sonnet National Championship,https://www.sailing.org.za/events/44260,2021-01-15,2021-01-17,>Sonnet National Championship,,,,,,,,,,,,44260,,,True
Port Owen River Race,https://www.sailing.org.za/events/44419,2021-01-23,2021-01-24,>Port Owen River Race,,,,,,,,,,,,44419,,,True
Cape Classic # 3,https://www.sailing.org.za/events/44261,2021-02-13,2021-02-14,>Cape Classic # 3,,,,,,,,,,,,44261,,,True
Mykonos Offshore Race,https://www.sailing.org.za/events/78814,2021-02-19,2021-02-19,>Mykonos Offshore Race,,,,,,,,,,,,78814,,,True
KZN SA Sailing Instructor Course - IMSS0121-D,https://www.sailing.org.za/events/82307,2021-03-02,2021-03-05,>KZN SA Sailing Instructor Course - IMSS0121-D,,,,,,,,,,,,82307,,,True
Admirals Regatta,https://www.sailing.org.za/events/78810,2021-03-05,2021-03-07,>Admirals Regatta,,,,,,,,,,,,78810,,,True
Gauteng Inter Schools Team Sailing,https://www.sailing.org.za/events/82310,2021-03-06,2021-03-07,>Gauteng Inter Schools Team Sailing,,,,,,,,,,,,82310,,,True
SA Sailing Senior Instructor Course-SIMSS0121,https://www.sailing.org.za/events/82308,2021-03-07,2021-03-11,>SA Sailing Senior Instructor Course-SIMSS0121,,,,,,,,,,,,82308,,,True
Eden- Safety Boat Operators Course,https://www.sailing.org.za/events/82304,2021-03-13,2021-03-14,>Eden- Safety Boat Operators Course,,,,,,,,,,,,82304,,,True
WC Safety Boat Operators Course,https://www.sailing.org.za/events/83708,2021-03-13,2021-03-14,>WC Safety Boat Operators Course,,,,,,,,,,,,83708,,,True
Hobie Tiger Nationals,https://www.sailing.org.za/events/91612,2021-03-18,2021-03-21,>Hobie Tiger Nationals,,,,,,,,,,,,91612,,,True
Halcat Nationals,https://www.sailing.org.za/events/92621,2021-03-19,2021-03-21,>Halcat Nationals,,,,,,,,,,,,92621,,,True
SA Sailing KZN Hunter Regional Championships,https://www.hmyc.org.za/events/88207,2021-03-20,2021-03-22,"target=""_blank""",,,,,,,,,,,,,www_hmyc_org_za,88207,True
Henley Midmar Yacht Club - SA Sailing KZN Hunter Regional Championships,https://www.sailing.org.za/events/94112,2021-03-20,2021-03-22,>Henley Midmar Yacht Club - SA Sailing KZN Hunter Regional Championships,,,,,,,,,,,,94112,,,True
Eastern Cape Provincial Championships,https://www.sailing.org.za/events/82496,2021-03-20,2021-03-22,>Eastern Cape Provincial Championships,,,,,,,,,,,,82496,,,True
Dart 18 Single Handed Nationals,https://www.sailing.org.za/events/89977,2021-03-20,2021-03-22,>Dart 18 Single Handed Nationals,,,,,,,,,,,,89977,,,True
Finn Nationals 2020,https://www.sailing.org.za/events/92838,2021-03-20,2021-03-22,>Finn Nationals 2020,,,,,,,,,,,,92838,,,True
NR Safety Boat Operators Course,https://www.sailing.org.za/events/82303,2021-03-20,2021-03-21,>NR Safety Boat Operators Course,,,,,,,,,,,,82303,,,True
SASKZN GRAND SLAM REGATTA - RICHARDS BAY,https://www.sailing.org.za/events/94299,2021-03-27,2021-03-28,>SASKZN GRAND SLAM REGATTA - RICHARDS BAY,,,,,,,,,,,,94299,,,True
Sail Cape Town,https://www.sailing.org.za/events/78812,2021-03-27,2021-03-28,>Sail Cape Town,,,,,,,,,,,,78812,,,True
North West Open Dinghy Championships,https://www.revolutionise.com.au/tycsailing/events/94004,2021-03-27,2021-03-28,"target=""_blank""",,,,,,,,,,,,,revolutionise,94004,True
TYC Sailing Centre - North West Open Dinghy Championships,https://www.sailing.org.za/events/94460,2021-03-27,2021-03-28,>TYC Sailing Centre - North West Open Dinghy Championships,,,,,,,,,,,,94460,,,True
Certificate of Listing,https://www.sailing.org.za/events/96300,2021-04-01,2022-03-31,>Certificate of Listing,,,,,,,,,,,,96300,,,True
"Application: Skipper&#039;s Ticket (SA Sailing Exams, ICC&#039;s, CASA Conversions or Replacement/Lost)",https://www.sailing.org.za/events/63785,2021-04-01,2022-03-31,">Application: Skipper&#039;s Ticket (SA Sailing Exams, ICC&#039;s, CASA Conversions or Replacement/Lost)",,,,,,,,,,,,63785,,,True
2021 ILCA Western Cape Championships,https://www.laser.org.za/events/94465,2021-04-02,2021-04-05,"target=""_blank""",,,,,,,,,,,,,laser_org_za,94465,True
LASA (Laser Association of South Africa) - 2021 ILCA Western Cape Championships,https://www.sailing.org.za/events/95322,2021-04-02,2021-04-05,>LASA (Laser Association of South Africa) - 2021 ILCA Western Cape Championships,,,,,,,,,,,,95322,,,True
2021 WC Champs - Optimist &amp; Dabchick,https://www.revolutionise.com.au/zeekoevleiyc/events/94280,2021-04-02,2021-04-05,"target=""_blank""",,,,,,,,,,,,,revolutionise,94280,True
Zeekoe Vlei Yacht Club - 2021 WC Champs - Optimist &amp; Dabchick,https://www.sailing.org.za/events/95215,2021-04-02,2021-04-05,>Zeekoe Vlei Yacht Club - 2021 WC Champs - Optimist &amp; Dabchick,,,,,,,,,,,,95215,,,True
2021 Optimist Selection Event,https://www.revolutionise.com.au/optimistca/events/95327,2021-04-02,2021-04-05,"target=""_blank""",,,,,,,,,,,,,revolutionise,95327,True
"Flying 15, 505 &amp; Hobie 14 Nationals",https://www.sailing.org.za/events/91747,2021-04-02,2021-04-04,">Flying 15, 505 &amp; Hobie 14 Nationals",,,,,,,,,,,,91747,,,True
SA Sailing Soling Regional Regatta  2021,https://www.hmyc.org.za/events/80440,2021-04-03,2021-04-05,"target=""_blank""",,,,,,,,,,,,,www_hmyc_org_za,80440,True
Henley Midmar Yacht Club - SA Sailing KZN Soling Championships 2020,https://www.sailing.org.za/events/80681,2021-04-03,2021-04-05,>Henley Midmar Yacht Club - SA Sailing KZN Soling Championships 2020,,,,,,,,,,,,80681,,,True
SA Sailing Hunter National Championships,https://www.hmyc.org.za/events/88208,2021-04-24,2021-04-27,"target=""_blank""",,,,,,,,,,,,,www_hmyc_org_za,88208,True
Henley Midmar Yacht Club - SA Sailing Hunter National Championships,https://www.sailing.org.za/events/95321,2021-04-24,2021-04-27,>Henley Midmar Yacht Club - SA Sailing Hunter National Championships,,,,,,,,,,,,95321,,,True
Eastern Cape Championships 2021,https://www.sailing.org.za/events/94834,2021-04-24,2021-04-27,>Eastern Cape Championships 2021,,,,,,,,,,,,94834,,,True
Pretoria Sailing Club Charity Regatta,https://www.sailing.org.za/events/96302,2021-04-24,2021-04-27,>Pretoria Sailing Club Charity Regatta,,,,,,,,,,,,96302,,,True
RS Tera Nationals,https://www.sailing.org.za/events/92620,2021-04-24,2021-04-26,>RS Tera Nationals,,,,,,,,,,,,92620,,,True
Northern Region AGM &amp; Prize Giving,https://www.sailing.org.za/events/100069,2021-04-26,2021-04-26,>Northern Region AGM &amp; Prize Giving,,,,,,,,,,,,100069,,,True
DF95 - Regional Championship,https://www.sailing.org.za/events/100146,2021-05-01,2021-05-02,>DF95 - Regional Championship,,,,,,,,,,,,100146,,,True
Presidents Cup (GrandPrix 01),https://www.sailing.org.za/events/100066,2021-05-01,2021-05-02,>Presidents Cup (GrandPrix 01),,,,,,,,,,,,100066,,,True
Safety Boat Operators Course,https://www.sailing.org.za/events/100617,2021-05-05,2021-05-05,>Safety Boat Operators Course,,,,,,,,,,,,100617,,,True
National Race Officer and Management Workshop,https://www.sailing.org.za/events/100065,2021-05-14,2021-05-14,>National Race Officer and Management Workshop,,,,,,,,,,,,100065,,,True
VLC Winter Challenge and Youth Regatta,https://www.sailing.org.za/events/100067,2021-05-15,2021-05-16,>VLC Winter Challenge and Youth Regatta,,,,,,,,,,,,100067,,,True
Vasco Da Gama Ocean Race 2021,https://www.sailing.org.za/events/78124,2021-05-20,2021-05-23,>Vasco Da Gama Ocean Race 2021,,,,,,,,,,,,78124,,,True
Tour De Vlei,https://www.sailing.org.za/events/100074,2021-06-05,2021-06-05,>Tour De Vlei,,,,,,,,,,,,100074,,,True
SA Sailing WC AGM,https://www.sailing.org.za/events/100615,2021-06-07,2021-06-07,>SA Sailing WC AGM,,,,,,,,,,,,100615,,,True
SA Sailing Diveristy and Inclusion Workshop,https://www.sailing.org.za/events/102227,2021-06-10,2021-06-17,>SA Sailing Diveristy and Inclusion Workshop,,,,,,,,,,,,102227,,,True
TSL - MAC,https://www.sailing.org.za/events/102910,2021-06-12,2021-06-12,>TSL - MAC,,,,,,,,,,,,102910,,,True
Safety Boat Operators Course,https://www.sailing.org.za/events/104558,2021-06-15,2021-06-16,>Safety Boat Operators Course,,,,,,,,,,,,104558,,,True
SA Sailing NR AGM,https://www.sailing.org.za/events/100884,2021-06-19,2021-06-19,>SA Sailing NR AGM,,,,,,,,,,,,100884,,,True
SA Sailing EC AGM,https://www.sailing.org.za/events/100616,2021-06-19,2021-06-19,>SA Sailing EC AGM,,,,,,,,,,,,100616,,,True
SA Sailing KZN AGM,https://www.sailing.org.za/events/104570,2021-06-19,2021-06-19,>SA Sailing KZN AGM,,,,,,,,,,,,104570,,,True
SA Sailing Diveristy and Inclusion Workshop,https://www.sailing.org.za/events/102228,2021-06-24,2021-07-01,>SA Sailing Diveristy and Inclusion Workshop,,,,,,,,,,,,102228,,,True
Optimist  - Optimist Winter series regatta,https://www.sailing.org.za/events/105328,2021-06-26,2021-06-26,>Optimist  - Optimist Winter series regatta,,,,,,,,,,,,105328,,,True
SA Sailing Diveristy and Inclusion Workshop,https://www.sailing.org.za/events/102229,2021-07-08,2021-07-15,>SA Sailing Diveristy and Inclusion Workshop,,,,,,,,,,,,102229,,,True
Safety Boat Operators Course,https://www.revolutionise.com.au/sailingsatc/events/106133,2021-07-10,2021-07-11,"target=""_blank""",,,,,,,,,,,,,revolutionise,106133,True
Sailing SA Sail Training Centre - Safety Boat Operators Course,https://www.sailing.org.za/events/106731,2021-07-10,2021-07-11,>Sailing SA Sail Training Centre - Safety Boat Operators Course,,,,,,,,,,,,106731,,,True
2021 J22 KZN provincial championships-MSC week,https://www.j22.co.za/events/104263,2021-07-12,2021-07-16,"target=""_blank""",,,,,,,,,,,,,www_j22_co_za,104263,True
***POSTPONED*** 2021 Interclub Keelboat Youth Championships,https://www.revolutionise.com.au/tycsailing/events/101677,2021-07-15,2021-07-18,"target=""_blank""",,,,,,,,,,,,,revolutionise,101677,True
TYC Sailing Centre - 2021 Interclub Keelboat Youth Championships,https://www.sailing.org.za/events/102002,2021-07-15,2021-07-18,>TYC Sailing Centre - 2021 Interclub Keelboat Youth Championships,,,,,,,,,,,,102002,,,True
Safety Boat Operators Course,https://www.revolutionise.com.au/sailingsatc/events/106635,2021-07-17,2021-07-18,"target=""_blank""",,,,,,,,,,,,,revolutionise,106635,True
Sailing SA Sail Training Centre - Safety Boat Operators Course,https://www.sailing.org.za/events/106733,2021-07-17,2021-07-18,>Sailing SA Sail Training Centre - Safety Boat Operators Course,,,,,,,,,,,,106733,,,True
2021 J22 Class Provincial championships,https://www.j22.co.za/events/104262,2021-08-07,2021-08-09,"target=""_blank""",,,,,,,,,,,,,www_j22_co_za,104262,True
J22 Class Association South Africa - 2021 J22 Class Provincial championships,https://www.sailing.org.za/events/107827,2021-08-07,2021-08-09,>J22 Class Association South Africa - 2021 J22 Class Provincial championships,,,,,,,,,,,,107827,,,True
SASKZN Grand slam regatta -  Henley Midmar Yacht Club,https://www.sailing.org.za/events/108985,2021-08-07,2021-08-09,>SASKZN Grand slam regatta -  Henley Midmar Yacht Club,,,,,,,,,,,,108985,,,True
SASNR Combined Keelboat  Provincials,https://www.sailing.org.za/events/100076,2021-08-07,2021-08-09,>SASNR Combined Keelboat  Provincials,,,,,,,,,,,,100076,,,True
TSL - MAC,https://www.sailing.org.za/events/109119,2021-08-07,2021-08-07,>TSL - MAC,,,,,,,,,,,,109119,,,True
Lipton Cup Challenge,https://www.sailing.org.za/events/99693,2021-08-15,2021-08-21,>Lipton Cup Challenge,,,,,,,,,,,,99693,,,True
SA Sailing Diveristy and Inclusion Workshop,https://www.sailing.org.za/events/110417,2021-08-19,2021-08-19,>SA Sailing Diveristy and Inclusion Workshop,,,,,,,,,,,,110417,,,True
SASNR Optimist and Dabchick class provincials,https://www.revolutionise.com.au/victorialake/events/110560,2021-08-21,2021-08-22,"target=""_blank""",,,,,,,,,,,,,revolutionise,110560,True
Victoria Lake Club - SASNR Optimist and Dabchick class provincials,https://www.sailing.org.za/events/110571,2021-08-21,2021-08-22,>Victoria Lake Club - SASNR Optimist and Dabchick class provincials,,,,,,,,,,,,110571,,,True
NR Optimist and Dabchick Provincial Championships,https://www.sailing.org.za/events/109164,2021-08-21,2021-08-22,>NR Optimist and Dabchick Provincial Championships,,,,,,,,,,,,109164,,,True
2021 EUROSAF Mixed Two-Person ALILAURO Offshore European Championship,https://www.sailing.org.za/events/106616,2021-08-26,2021-09-26,>2021 EUROSAF Mixed Two-Person ALILAURO Offshore European Championship,,,,,,,,,,,,106616,,,True
Introduction to Sailwave Scoring Software,https://www.sailing.org.za/events/110914,2021-08-28,2021-08-28,>Introduction to Sailwave Scoring Software,,,,,,,,,,,,110914,,,True
SA Sailing National AGM,https://www.sailing.org.za/events/109171,2021-08-31,2021-08-31,>SA Sailing National AGM,,,,,,,,,,,,109171,,,True
Learn to Sail Participants Level 1,https://www.revolutionise.com.au/theskipperf/events/130754,2021-09-01,2021-10-15,"target=""_blank""",,,,,,,,,,,,,revolutionise,130754,True
The Skipper Foundation - Learn to Sail Participants Level 1,https://www.sailing.org.za/events/132973,2021-09-01,2021-10-15,>The Skipper Foundation - Learn to Sail Participants Level 1,,,,,,,,,,,,132973,,,True
"2021 Spring Grand Slam incorporating the Finn, Laser and 505  Provincial Regattas",https://www.sailing.org.za/events/108356,2021-09-03,2021-09-05,">2021 Spring Grand Slam incorporating the Finn, Laser and 505  Provincial Regattas",,,,,,,,,,,,108356,,,True
SASNR Spring Grand Slam,https://www.sailing.org.za/events/73652,2021-09-04,2021-09-05,>SASNR Spring Grand Slam,,,,,,,,,,,,73652,,,True
TSL - MAC,https://www.sailing.org.za/events/109120,2021-09-04,2021-09-04,>TSL - MAC,,,,,,,,,,,,109120,,,True
MSC Week 2021,https://www.revolutionise.com.au/pointyc/events/105326,2021-09-10,2021-09-12,"target=""_blank""",,,,,,,,,,,,,revolutionise,105326,True
Dolphin Nationals,https://www.sailing.org.za/events/94113,2021-09-11,2021-09-12,>Dolphin Nationals,,,,,,,,,,,,94113,,,True
ZVYC Cape Classic #1,https://www.sailing.org.za/events/99711,2021-09-11,2021-09-12,>ZVYC Cape Classic #1,,,,,,,,,,,,99711,,,True
Cape Point Challenge,https://www.sailing.org.za/events/78816,2021-09-18,2021-09-18,>Cape Point Challenge,,,,,,,,,,,,78816,,,True
Cape 31 Race Day,https://www.sailing.org.za/events/99712,2021-09-18,2021-09-18,>Cape 31 Race Day,,,,,,,,,,,,99712,,,True
2021 J22 Class National Championships- DAC Keelboat week,https://www.j22.co.za/events/104266,2021-09-24,2021-09-26,"target=""_blank""",,,,,,,,,,,,,www_j22_co_za,104266,True
J22 Class Association South Africa - 2021 J22 Class National Championships- DAC Keelboat week,https://www.sailing.org.za/events/104335,2021-09-24,2021-09-26,>J22 Class Association South Africa - 2021 J22 Class National Championships- DAC Keelboat week,,,,,,,,,,,,104335,,,True
SAS Soling National &amp; Dart Regional Championships,https://www.hmyc.org.za/events/110690,2021-09-24,2021-09-26,"target=""_blank""",,,,,,,,,,,,,www_hmyc_org_za,110690,True
Henley Midmar Yacht Club - SAS Soling National &amp; Dart Regional Championships,https://www.sailing.org.za/events/110802,2021-09-24,2021-09-26,>Henley Midmar Yacht Club - SAS Soling National &amp; Dart Regional Championships,,,,,,,,,,,,110802,,,True
FBYC Spring Regatta,https://www.sailing.org.za/events/78813,2021-09-24,2021-09-26,>FBYC Spring Regatta,,,,,,,,,,,,78813,,,True
Hobie 16 WC/EC Provincials,https://www.sailing.org.za/events/99727,2021-09-24,2021-09-26,>Hobie 16 WC/EC Provincials,,,,,,,,,,,,99727,,,True
2021 Stadt 23 National championships,https://www.sailing.org.za/events/100071,2021-09-24,2021-09-26,>2021 Stadt 23 National championships,,,,,,,,,,,,100071,,,True
DAC Keelboat  Week,https://www.sailing.org.za/events/100072,2021-09-24,2021-09-26,>DAC Keelboat  Week,,,,,,,,,,,,100072,,,True
420 Nationals,https://www.sailing.org.za/events/105480,2021-09-24,2021-09-26,>420 Nationals,,,,,,,,,,,,105480,,,True
Inter-Schools Team Sailing Regatta,https://www.sailing.org.za/events/105336,2021-09-25,2021-09-26,>Inter-Schools Team Sailing Regatta,,,,,,,,,,,,105336,,,True
SA Sailing KZN Grand slam regatta,https://www.sailing.org.za/events/253631,2021-09-26,2021-09-30,>SA Sailing KZN Grand slam regatta,,,,,,,,,,,,253631,,,True
Dragon Flite WC Champs,https://www.sailing.org.za/events/99715,2021-09-28,2021-09-29,>Dragon Flite WC Champs,,,,,,,,,,,,99715,,,True
2021 ILCA National Championships,https://www.laser.org.za/events/109190,2021-10-01,2021-10-04,"target=""_blank""",,,,,,,,,,,,,laser_org_za,109190,True
LASA (Laser Association of South Africa) - 2021 ILCA National Championships,https://www.sailing.org.za/events/110691,2021-10-01,2021-10-04,>LASA (Laser Association of South Africa) - 2021 ILCA National Championships,,,,,,,,,,,,110691,,,True
DF95 National Championships 2021,https://www.sailing.org.za/events/105061,2021-10-08,2021-10-10,>DF95 National Championships 2021,,,,,,,,,,,,105061,,,True
Tour De Vlei,https://www.sailing.org.za/events/99719,2021-10-09,2021-10-10,>Tour De Vlei,,,,,,,,,,,,99719,,,True
GLYC Inter-Club,https://www.sailing.org.za/events/99722,2021-10-09,2021-10-10,>GLYC Inter-Club,,,,,,,,,,,,99722,,,True
Hobie 16 NR Provincials,https://www.sailing.org.za/events/108354,2021-10-09,2021-10-10,>Hobie 16 NR Provincials,,,,,,,,,,,,108354,,,True
The 2021 Techno and Formula Foil Asian Windsurfing Championships Oman,https://www.sailing.org.za/events/106895,2021-10-11,2021-10-16,>The 2021 Techno and Formula Foil Asian Windsurfing Championships Oman,,,,,,,,,,,,106895,,,True
SASKZN Grand slam regatta -  Point Yacht Club,https://www.sailing.org.za/events/113225,2021-10-16,2021-10-17,>SASKZN Grand slam regatta -  Point Yacht Club,,,,,,,,,,,,113225,,,True
Round Robben Island,https://www.sailing.org.za/events/99723,2021-10-16,2021-10-17,>Round Robben Island,,,,,,,,,,,,99723,,,True
Mpumalanga Open Dinghy Regatta,https://www.sailing.org.za/events/116904,2021-10-23,2021-10-24,>Mpumalanga Open Dinghy Regatta,,,,,,,,,,,,116904,,,True
505 KZN Regional Championship,https://www.sailing.org.za/events/117052,2021-10-23,2021-10-24,>505 KZN Regional Championship,,,,,,,,,,,,117052,,,True
KZN Region - TSL Challenge,https://www.sailing.org.za/events/115999,2021-10-23,2021-10-23,>KZN Region - TSL Challenge,,,,,,,,,,,,115999,,,True
Cape 31 Race Day,https://www.sailing.org.za/events/99724,2021-10-23,2021-10-23,>Cape 31 Race Day,,,,,,,,,,,,99724,,,True
TSL - MAC,https://www.sailing.org.za/events/109121,2021-10-23,2021-10-23,>TSL - MAC,,,,,,,,,,,,109121,,,True
MAC 12hr,https://www.sailing.org.za/events/99725,2021-10-24,2021-10-24,>MAC 12hr,,,,,,,,,,,,99725,,,True
L26,https://www.sailing.org.za/events/115853,2021-10-29,2021-10-31,Lake Deneys Yacht Club,,,,,,,,,,,,115853,,,True
Double Cape Race,https://www.sailing.org.za/events/78815,2021-10-30,2021-10-31,>Double Cape Race,,,,,,,,,,,,78815,,,True
Hobie Tiger NR Provincials,https://www.sailing.org.za/events/108355,2021-11-06,2021-11-07,>Hobie Tiger NR Provincials,,,,,,,,,,,,108355,,,True
2021 Gauteng Laser Masters,https://www.laser.org.za/events/118418,2021-11-13,2021-11-14,"target=""_blank""",,,,,,,,,,,,,laser_org_za,118418,True
